game_id,game_date,home_team,away_team,start_time,hour,minute,second,actual_hour
2003_15_MIN_CHI,12/14/2003,CHI,MIN,7:02:54,7,2,54,13
2003_15_NYG_NO,12/14/2003,NO,NYG,14:36:21,14,36,21,20
2003_15_PIT_NYJ,12/14/2003,NYJ,PIT,8:14:56,8,14,56,13
2003_15_SEA_STL,12/14/2003,LA,SEA,7:03:19,7,3,19,13
2003_15_SF_CIN,12/14/2003,CIN,SF,8:03:09,8,3,9,13
2003_16_ARI_SEA,12/21/2003,SEA,ARI,8:15:30,8,15,30,16
2003_16_ATL_TB,12/20/2003,TB,ATL,8:35:22,8,35,22,13
2003_16_BAL_CLE,12/21/2003,CLE,BAL,8:02:53,8,2,53,13
2003_16_CIN_STL,12/21/2003,LA,CIN,7:02:51,7,2,51,13
2003_16_DEN_IND,12/21/2003,IND,DEN,15:36:41,15,36,41,20
2003_16_DET_CAR,12/21/2003,CAR,DET,8:02:56,8,2,56,13
2003_16_KC_MIN,12/20/2003,MIN,KC,11:17:01,11,17,1,17
2003_16_MIA_BUF,12/21/2003,BUF,MIA,8:02:56,8,2,56,13
2003_16_NE_NYJ,12/20/2003,NYJ,NE,15:37:10,15,37,10,20
2003_16_NO_JAX,12/21/2003,JAX,NO,8:03:40,8,3,40,13
2003_16_NYG_DAL,12/21/2003,DAL,NYG,7:02:45,7,2,45,13
2003_16_SD_PIT,12/21/2003,PIT,LAC,11:05:54,11,5,54,16
2003_16_SF_PHI,12/21/2003,PHI,SF,11:15:31,11,15,31,16
2003_16_TEN_HOU,12/21/2003,HOU,TEN,7:02:39,7,2,39,13
2003_16_WAS_CHI,12/21/2003,CHI,WAS,7:03:36,7,3,36,13
2003_17_BUF_NE,12/27/2003,NE,BUF,8:36:31,8,36,31,13
2003_17_CAR_NYG,12/28/2003,NYG,CAR,11:05:07,11,5,7,16
2003_17_CHI_KC,12/28/2003,KC,CHI,7:03:04,7,3,4,13
2003_17_CLE_CIN,12/28/2003,CIN,CLE,8:02:35,8,2,35,13
2003_17_DAL_NO,12/28/2003,NO,DAL,7:03:00,7,3,0,13
2003_17_DEN_GB,12/28/2003,GB,DEN,10:16:15,10,16,15,16
2003_17_IND_HOU,12/28/2003,HOU,IND,7:03:14,7,3,14,13
2003_17_JAX_ATL,12/28/2003,ATL,JAX,8:03:09,8,3,9,13
2003_17_MIN_ARI,12/28/2003,ARI,MIN,9:05:40,9,5,40,16
2003_17_NYJ_MIA,12/28/2003,MIA,NYJ,8:03:01,8,3,1,13
2003_17_OAK_SD,12/28/2003,LAC,LV,8:16:11,8,16,11,16
2003_17_PHI_WAS,12/27/2003,WAS,PHI,15:36:44,15,36,44,20
2003_17_PIT_BAL,12/28/2003,BAL,PIT,15:37:05,15,37,5,20
2003_17_SEA_SF,12/27/2003,SF,SEA,9:15:50,9,15,50,17
2003_17_STL_DET,12/28/2003,DET,LA,8:03:20,8,3,20,13
2003_17_TB_TEN,12/28/2003,TEN,TB,7:03:34,7,3,34,13
2004_01_ARI_STL,9/12/2004,LA,ARI,8:06:02,8,6,2,13
2004_01_ATL_SF,9/12/2004,SF,ATL,9:19:42,9,19,42,16
2004_01_BAL_CLE,9/12/2004,CLE,BAL,9:07:44,9,7,44,13
2004_01_CIN_NYJ,9/12/2004,NYJ,CIN,9:07:23,9,7,23,13
2004_01_DAL_MIN,9/12/2004,MIN,DAL,11:19:24,11,19,24,16
2004_01_DET_CHI,9/12/2004,CHI,DET,8:06:38,8,6,38,13
2004_01_GB_CAR,9/13/2004,CAR,GB,17:09:31,17,9,31,21
2004_01_IND_NE,9/9/2004,NE,IND,17:09:09,17,9,9,21
2004_01_JAX_BUF,9/12/2004,BUF,JAX,9:06:27,9,6,27,13
2004_01_KC_DEN,9/12/2004,DEN,KC,14:39:29,14,39,29,17
2004_01_NYG_PHI,9/12/2004,PHI,NYG,12:21:34,12,21,34,16
2004_01_OAK_PIT,9/12/2004,PIT,LV,9:05:36,9,5,36,13
2004_01_SD_HOU,9/12/2004,HOU,LAC,8:05:35,8,5,35,13
2004_01_SEA_NO,9/12/2004,NO,SEA,8:06:19,8,6,19,13
2004_01_TB_WAS,9/12/2004,WAS,TB,9:14:59,9,14,59,13
2004_01_TEN_MIA,9/11/2004,MIA,TEN,9:07:18,9,7,18,13
2004_02_BUF_OAK,9/19/2004,LV,BUF,9:15:58,9,15,58,13
2004_02_CAR_KC,9/19/2004,KC,CAR,8:02:52,8,2,52,13
2004_02_CHI_GB,9/19/2004,GB,CHI,8:02:38,8,2,38,13
2004_02_CLE_DAL,9/19/2004,DAL,CLE,11:15:37,11,15,37,16
2004_02_DEN_JAX,9/19/2004,JAX,DEN,9:02:40,9,2,40,13
2004_02_HOU_DET,9/19/2004,DET,HOU,9:03:57,9,3,57,13
2004_02_IND_TEN,9/19/2004,TEN,IND,8:02:54,8,2,54,13
2004_02_MIN_PHI,9/20/2004,PHI,MIN,17:09:16,17,9,16,21
2004_02_NE_ARI,9/19/2004,ARI,NE,9:15:30,9,15,30,16
2004_02_NYJ_SD,9/19/2004,LAC,NYJ,9:15:33,9,15,33,16
2004_02_PIT_BAL,9/19/2004,BAL,PIT,9:02:24,9,2,24,13
2004_02_SEA_TB,9/19/2004,TB,SEA,12:05:14,12,5,14,16
2004_02_SF_NO,9/19/2004,NO,SF,8:03:18,8,3,18,13
2004_02_STL_ATL,9/19/2004,ATL,LA,9:03:27,9,3,27,13
2004_02_WAS_NYG,9/19/2004,NYG,WAS,9:04:03,9,4,3,13
2004_03_ARI_ATL,9/26/2004,ATL,ARI,9:18:07,9,18,7,13
2004_03_BAL_CIN,9/26/2004,CIN,BAL,9:02:54,9,2,54,13
2004_03_CHI_MIN,9/26/2004,MIN,CHI,8:14:38,8,14,38,13
2004_03_CLE_NYG,9/26/2004,NYG,CLE,9:17:00,9,17,0,13
2004_03_DAL_WAS,9/27/2004,WAS,DAL,17:09:23,17,9,23,21
2004_03_GB_IND,9/26/2004,IND,GB,11:15:03,11,15,3,16
2004_03_HOU_KC,9/26/2004,KC,HOU,8:02:14,8,2,14,13
2004_03_JAX_TEN,9/26/2004,TEN,JAX,8:02:24,8,2,24,13
2004_03_NO_STL,9/26/2004,LA,NO,8:03:17,8,3,17,13
2004_03_PHI_DET,9/26/2004,DET,PHI,9:03:03,9,3,3,13
2004_03_SD_DEN,9/26/2004,DEN,LAC,10:05:35,10,5,35,16
2004_03_SF_SEA,9/26/2004,SEA,SF,9:16:06,9,16,6,16
2004_04_ATL_CAR,10/3/2004,CAR,ATL,12:05:09,12,5,9,16
2004_04_CIN_PIT,10/3/2004,PIT,CIN,9:02:05,9,2,5,13
2004_04_DEN_TB,10/3/2004,TB,DEN,12:15:05,12,15,5,16
2004_04_IND_JAX,10/3/2004,JAX,IND,9:02:40,9,2,40,13
2004_04_KC_BAL,10/4/2004,BAL,KC,17:08:46,17,8,46,21
2004_04_NE_BUF,10/3/2004,BUF,NE,9:03:15,9,3,15,13
2004_04_NO_ARI,10/3/2004,ARI,NO,9:05:17,9,5,17,16
2004_04_NYG_GB,10/3/2004,GB,NYG,8:03:49,8,3,49,13
2004_04_NYJ_MIA,10/3/2004,MIA,NYJ,12:15:05,12,15,5,16
2004_04_OAK_HOU,10/3/2004,HOU,LV,8:02:02,8,2,2,13
2004_04_PHI_CHI,10/3/2004,CHI,PHI,8:03:08,8,3,8,13
2004_04_TEN_SD,10/3/2004,LAC,TEN,9:15:01,9,15,1,16
2004_04_WAS_CLE,10/3/2004,CLE,WAS,9:02:38,9,2,38,13
2004_05_ARI_SF,10/10/2004,SF,ARI,9:15:18,9,15,18,16
2004_05_BUF_NYJ,10/10/2004,NYJ,BUF,12:06:30,12,6,30,16
2004_05_CAR_DEN,10/10/2004,DEN,CAR,10:15:24,10,15,24,16
2004_05_CLE_PIT,10/10/2004,PIT,CLE,9:02:29,9,2,29,13
2004_05_DET_ATL,10/10/2004,ATL,DET,9:03:05,9,3,5,13
2004_05_JAX_SD,10/10/2004,LAC,JAX,9:05:09,9,5,9,16
2004_05_MIA_NE,10/10/2004,NE,MIA,9:02:51,9,2,51,13
2004_05_MIN_HOU,10/10/2004,HOU,MIN,8:02:36,8,2,36,13
2004_05_NYG_DAL,10/10/2004,DAL,NYG,8:03:12,8,3,12,13
2004_05_OAK_IND,10/10/2004,IND,LV,8:02:27,8,2,27,13
2004_05_STL_SEA,10/10/2004,SEA,LA,9:15:29,9,15,29,16
2004_05_TB_NO,10/10/2004,NO,TB,8:03:46,8,3,46,13
2004_06_CAR_PHI,10/17/2004,PHI,CAR,9:04:18,9,4,18,13
2004_06_CIN_CLE,10/17/2004,CLE,CIN,9:02:33,9,2,33,13
2004_06_DEN_OAK,10/17/2004,LV,DEN,10:38:00,10,38,0,16
2004_06_GB_DET,10/17/2004,DET,GB,9:03:00,9,3,0,13
2004_06_HOU_TEN,10/17/2004,TEN,HOU,8:02:14,8,2,14,13
2004_06_KC_JAX,10/17/2004,JAX,KC,9:02:09,9,2,9,13
2004_06_MIA_BUF,10/17/2004,BUF,MIA,9:03:10,9,3,10,13
2004_06_MIN_NO,10/17/2004,NO,MIN,15:36:06,15,36,6,21
2004_06_PIT_DAL,10/17/2004,DAL,PIT,11:15:25,11,15,25,16
2004_06_SD_ATL,10/17/2004,ATL,LAC,9:02:28,9,2,28,13
2004_06_SEA_NE,10/17/2004,NE,SEA,9:02:25,9,2,25,13
2004_06_SF_NYJ,10/17/2004,NYJ,SF,9:02:51,9,2,51,13
2004_06_WAS_CHI,10/17/2004,CHI,WAS,8:02:44,8,2,44,13
2004_07_ATL_KC,10/24/2004,KC,ATL,8:02:25,8,2,25,13
2004_07_BUF_BAL,10/24/2004,BAL,BUF,9:02:22,9,2,22,13
2004_07_CHI_TB,10/24/2004,TB,CHI,9:02:55,9,2,55,13
2004_07_DAL_GB,10/24/2004,GB,DAL,11:14:48,11,14,48,16
2004_07_DEN_CIN,10/25/2004,CIN,DEN,17:09:17,17,9,17,21
2004_07_DET_NYG,10/24/2004,NYG,DET,9:13:35,9,13,35,13
2004_07_JAX_IND,10/24/2004,IND,JAX,8:02:29,8,2,29,13
2004_07_NO_OAK,10/24/2004,LV,NO,9:15:36,9,15,36,16
2004_07_NYJ_NE,10/24/2004,NE,NYJ,12:05:58,12,5,58,16
2004_07_PHI_CLE,10/24/2004,CLE,PHI,9:02:49,9,2,49,13
2004_07_SD_CAR,10/24/2004,CAR,LAC,9:02:23,9,2,23,13
2004_07_SEA_ARI,10/24/2004,ARI,SEA,9:15:28,9,15,28,16
2004_07_STL_MIA,10/24/2004,MIA,LA,9:02:23,9,2,23,13
2004_07_TEN_MIN,10/24/2004,MIN,TEN,9:01:50,9,1,50,13
2004_08_ARI_BUF,10/31/2004,BUF,ARI,8:04:02,8,4,2,13
2004_08_ATL_DEN,10/31/2004,DEN,ATL,9:05:55,9,5,55,16
2004_08_BAL_PHI,10/31/2004,PHI,BAL,8:03:00,8,3,0,13
2004_08_CAR_SEA,10/31/2004,SEA,CAR,8:05:47,8,5,47,16
2004_08_CIN_TEN,10/31/2004,TEN,CIN,7:03:05,7,3,5,13
2004_08_DET_DAL,10/31/2004,DAL,DET,7:02:54,7,2,54,13
2004_08_GB_WAS,10/31/2004,WAS,GB,8:03:43,8,3,43,13
2004_08_IND_KC,10/31/2004,KC,IND,7:02:53,7,2,53,13
2004_08_JAX_HOU,10/31/2004,HOU,JAX,7:02:42,7,2,42,13
2004_08_NE_PIT,10/31/2004,PIT,NE,11:15:54,11,15,54,16
2004_08_NYG_MIN,10/31/2004,MIN,NYG,7:02:42,7,2,42,13
2004_08_OAK_SD,10/31/2004,LAC,LV,8:15:41,8,15,41,16
2004_08_SF_CHI,10/31/2004,CHI,SF,14:36:13,14,36,13,21
2004_09_ARI_MIA,11/7/2004,MIA,ARI,8:02:35,8,2,35,13
2004_09_CHI_NYG,11/7/2004,NYG,CHI,11:26:06,11,26,6,16
2004_09_CLE_BAL,11/7/2004,BAL,CLE,15:36:16,15,36,16,21
2004_09_DAL_CIN,11/7/2004,CIN,DAL,8:02:55,8,2,55,13
2004_09_HOU_DEN,11/7/2004,DEN,HOU,9:15:49,9,15,49,16
2004_09_KC_TB,11/7/2004,TB,KC,8:02:40,8,2,40,13
2004_09_NE_STL,11/7/2004,LA,NE,10:16:00,10,16,0,16
2004_09_NO_SD,11/7/2004,LAC,NO,8:05:41,8,5,41,16
2004_09_NYJ_BUF,11/7/2004,BUF,NYJ,8:03:14,8,3,14,13
2004_09_OAK_CAR,11/7/2004,CAR,LV,8:03:00,8,3,0,13
2004_09_PHI_PIT,11/7/2004,PIT,PHI,8:03:30,8,3,30,13
2004_09_SEA_SF,11/7/2004,SF,SEA,8:05:41,8,5,41,16
2004_09_WAS_DET,11/7/2004,DET,WAS,8:03:52,8,3,52,13
2004_10_BAL_NYJ,11/14/2004,NYJ,BAL,8:02:53,8,2,53,13
2004_10_BUF_NE,11/14/2004,NE,BUF,15:36:57,15,36,57,21
2004_10_CAR_SF,11/14/2004,SF,CAR,8:15:41,8,15,41,16
2004_10_CHI_TEN,11/14/2004,TEN,CHI,7:03:49,7,3,49,13
2004_10_CIN_WAS,11/14/2004,WAS,CIN,11:05:44,11,5,44,16
2004_10_DET_JAX,11/14/2004,JAX,DET,8:04:52,8,4,52,13
2004_10_HOU_IND,11/14/2004,IND,HOU,8:02:44,8,2,44,13
2004_10_KC_NO,11/14/2004,NO,KC,7:02:50,7,2,50,13
2004_10_MIN_GB,11/14/2004,GB,MIN,10:15:19,10,15,19,16
2004_10_NYG_ARI,11/14/2004,ARI,NYG,9:15:49,9,15,49,16
2004_10_PHI_DAL,11/15/2004,DAL,PHI,15:09:38,15,9,38,21
2004_10_PIT_CLE,11/14/2004,CLE,PIT,8:03:37,8,3,37,13
2004_10_SEA_STL,11/14/2004,LA,SEA,7:03:18,7,3,18,13
2004_10_TB_ATL,11/14/2004,ATL,TB,8:03:31,8,3,31,13
2004_11_ARI_CAR,11/21/2004,CAR,ARI,8:02:48,8,2,48,13
2004_11_ATL_NYG,11/21/2004,NYG,ATL,11:15:56,11,15,56,16
2004_11_DAL_BAL,11/21/2004,BAL,DAL,8:03:01,8,3,1,13
2004_11_DEN_NO,11/21/2004,NO,DEN,7:03:08,7,3,8,13
2004_11_DET_MIN,11/21/2004,MIN,DET,8:03:21,8,3,21,13
2004_11_GB_HOU,11/21/2004,HOU,GB,14:36:53,14,36,53,21
2004_11_IND_CHI,11/21/2004,CHI,IND,7:02:26,7,2,26,13
2004_11_MIA_SEA,11/21/2004,SEA,MIA,8:05:30,8,5,30,16
2004_11_NE_KC,11/22/2004,KC,NE,15:08:29,15,8,29,21
2004_11_NYJ_CLE,11/21/2004,CLE,NYJ,8:03:03,8,3,3,13
2004_11_PIT_CIN,11/21/2004,CIN,PIT,8:03:01,8,3,1,13
2004_11_SD_OAK,11/21/2004,LV,LAC,8:05:45,8,5,45,16
2004_11_SF_TB,11/21/2004,TB,SF,8:53:45,8,53,45,13
2004_11_STL_BUF,11/21/2004,BUF,LA,8:03:24,8,3,24,13
2004_11_TEN_JAX,11/21/2004,JAX,TEN,8:02:39,8,2,39,13
2004_11_WAS_PHI,11/21/2004,PHI,WAS,11:16:04,11,16,4,16
2004_12_BAL_NE,11/28/2004,NE,BAL,11:16:08,11,16,8,13
2004_12_BUF_SEA,11/28/2004,SEA,BUF,8:15:42,8,15,42,16
2004_12_CHI_DAL,11/25/2004,DAL,CHI,10:37:07,10,37,7,16
2004_12_CLE_CIN,11/28/2004,CIN,CLE,8:02:40,8,2,40,13
2004_12_IND_DET,11/25/2004,DET,IND,7:38:33,7,38,33,13
2004_12_JAX_MIN,11/28/2004,MIN,JAX,8:03:09,8,3,9,13
2004_12_MIA_SF,11/28/2004,SF,MIA,8:15:49,8,15,49,16
2004_12_NO_ATL,11/28/2004,ATL,NO,11:06:02,11,6,2,16
2004_12_NYJ_ARI,11/28/2004,ARI,NYJ,9:16:01,9,16,1,16
2004_12_PHI_NYG,11/28/2004,NYG,PHI,8:02:46,8,2,46,13
2004_12_SD_KC,11/28/2004,KC,LAC,7:03:02,7,3,2,13
2004_12_STL_GB,11/29/2004,GB,LA,15:09:19,15,9,19,21
2004_12_TB_CAR,11/28/2004,CAR,TB,8:04:02,8,4,2,13
2004_12_TEN_HOU,11/28/2004,HOU,TEN,7:02:53,7,2,53,13
2004_12_WAS_PIT,11/28/2004,PIT,WAS,8:03:38,8,3,38,13
2004_13_ARI_DET,12/5/2004,DET,ARI,8:03:28,8,3,28,13
2004_13_ATL_TB,12/5/2004,TB,ATL,8:03:15,8,3,15,13
2004_13_BUF_MIA,12/5/2004,MIA,BUF,8:03:05,8,3,5,13
2004_13_CAR_NO,12/5/2004,NO,CAR,7:03:26,7,3,26,13
2004_13_CIN_BAL,12/5/2004,BAL,CIN,8:03:02,8,3,2,13
2004_13_DEN_SD,12/5/2004,LAC,DEN,8:05:53,8,5,53,16
2004_13_GB_PHI,12/5/2004,PHI,GB,11:15:49,11,15,49,16
2004_13_HOU_NYJ,12/5/2004,NYJ,HOU,8:02:51,8,2,51,13
2004_13_KC_OAK,12/5/2004,LV,KC,8:14:28,8,14,28,16
2004_13_MIN_CHI,12/5/2004,CHI,MIN,7:03:09,7,3,9,13
2004_13_NE_CLE,12/5/2004,CLE,NE,8:02:51,8,2,51,13
2004_13_NYG_WAS,12/5/2004,WAS,NYG,11:15:54,11,15,54,16
2004_13_PIT_JAX,12/5/2004,JAX,PIT,15:36:57,15,36,57,21
2004_13_SF_STL,12/5/2004,LA,SF,7:02:51,7,2,51,13
2004_13_TEN_IND,12/5/2004,IND,TEN,8:02:43,8,2,43,13
2004_14_CHI_JAX,12/12/2004,JAX,CHI,8:03:08,8,3,8,13
2004_14_CIN_NE,12/12/2004,NE,CIN,8:03:05,8,3,5,13
2004_14_CLE_BUF,12/12/2004,BUF,CLE,8:03:26,8,3,26,13
2004_14_DET_GB,12/12/2004,GB,DET,10:15:32,10,15,32,13
2004_14_IND_HOU,12/12/2004,HOU,IND,7:02:34,7,2,34,13
2004_14_KC_TEN,12/13/2004,TEN,KC,15:08:02,15,8,2,21
2004_14_MIA_DEN,12/12/2004,DEN,MIA,9:05:42,9,5,42,16
2004_14_NO_DAL,12/12/2004,DAL,NO,7:03:41,7,3,41,13
2004_14_NYG_BAL,12/12/2004,BAL,NYG,8:03:36,8,3,36,13
2004_14_NYJ_PIT,12/12/2004,PIT,NYJ,11:37:35,11,37,35,16
2004_14_OAK_ATL,12/12/2004,ATL,LV,8:03:03,8,3,3,13
2004_14_PHI_WAS,12/12/2004,WAS,PHI,15:37:05,15,37,5,21
2004_14_SEA_MIN,12/12/2004,MIN,SEA,8:03:26,8,3,26,13
2004_14_SF_ARI,12/12/2004,ARI,SF,9:15:27,9,15,27,16
2004_14_STL_CAR,12/12/2004,CAR,LA,11:15:45,11,15,45,16
2004_14_TB_SD,12/12/2004,LAC,TB,8:15:32,8,15,32,16
2004_15_BAL_IND,12/19/2004,IND,BAL,15:37:28,15,37,28,21
2004_15_BUF_CIN,12/19/2004,CIN,BUF,8:03:32,8,3,32,13
2004_15_CAR_ATL,12/18/2004,ATL,CAR,15:36:54,15,36,54,21
2004_15_DAL_PHI,12/19/2004,PHI,DAL,8:02:48,8,2,48,13
2004_15_DEN_KC,12/19/2004,KC,DEN,7:03:09,7,3,9,16
2004_15_HOU_CHI,12/19/2004,CHI,HOU,7:02:42,7,2,42,13
2004_15_JAX_GB,12/19/2004,GB,JAX,10:16:05,10,16,5,13
2004_15_MIN_DET,12/19/2004,DET,MIN,8:03:09,8,3,9,13
2004_15_NO_TB,12/19/2004,TB,NO,11:05:37,11,5,37,16
2004_15_PIT_NYG,12/18/2004,NYG,PIT,8:37:12,8,37,12,13
2004_15_SD_CLE,12/19/2004,CLE,LAC,8:03:01,8,3,1,13
2004_15_SEA_NYJ,12/19/2004,NYJ,SEA,8:02:56,8,2,56,13
2004_15_STL_ARI,12/19/2004,ARI,LA,9:05:47,9,5,47,16
2004_15_TEN_OAK,12/19/2004,LV,TEN,8:28:37,8,28,37,16
2004_15_WAS_SF,12/18/2004,SF,WAS,9:16:07,9,16,7,17
2004_16_ARI_SEA,12/26/2004,SEA,ARI,8:15:50,8,15,50,16
2004_16_ATL_NO,12/26/2004,NO,ATL,7:03:07,7,3,7,13
